hhid,lga_standard,lga_for_seifa,homesubregion_ASGS,homeregion_ASGS,hhinc_group,totalvehs,totalbikes_clean,hhsize,dayType,travmonth,travdow,LGA_Name,IRSD_Score,IRSD_Decile,IRSAD_Score,IRSAD_Decile,IEO_Score,IEO_Decile,Population,hhinc_sort
Y25H6400221,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$400-$499 ($20,800-$25,999)",2,0.0,2,Weekend,November,Sunday,Yarra Ranges,1041,9,1014,9,1001,8,156068,400
Y25H6400222,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",2,,5,Weekday,October,Monday,Yarra Ranges,1041,9,1014,9,1001,8,156068,1250
Y25H6400223,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$4,000-$4,499 ($208,000-$233,999)",4,3.0,3,Weekday,October,Tuesday,Yarra Ranges,1041,9,1014,9,1001,8,156068,4000
Y25H6400224,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",3,0.0,4,Weekday,October,Wednesday,Yarra Ranges,1041,9,1014,9,1001,8,156068,6000
Y25H6400225,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",2,1.0,3,Weekday,October,Thursday,Yarra Ranges,1041,9,1014,9,1001,8,156068,3500
Y25H6400226,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",2,3.0,5,Weekday,November,Friday,Yarra Ranges,1041,9,1014,9,1001,8,156068,1750
Y25H6400227,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$2,000-$2,499 ($104,000-$129,999)",2,1.0,3,Weekend,November,Saturday,Yarra Ranges,1041,9,1014,9,1001,8,156068,2000
Y25H6400229,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$400-$499 ($20,800-$25,999)",1,0.0,2,Weekday,October,Monday,Yarra Ranges,1041,9,1014,9,1001,8,156068,400
Y25H6400230,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$4,000-$4,499 ($208,000-$233,999)",2,0.0,2,Weekday,October,Tuesday,Yarra Ranges,1041,9,1014,9,1001,8,156068,4000
Y25H6400232,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",2,2.0,5,Weekday,October,Thursday,Yarra Ranges,1041,9,1014,9,1001,8,156068,2500
Y25H6400235,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",3,3.0,4,Weekend,November,Sunday,Yarra Ranges,1041,9,1014,9,1001,8,156068,2500
Y25H6400237,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,Not Stated,2,1.0,1,Weekday,October,Tuesday,Yarra Ranges,1041,9,1014,9,1001,8,156068,-1
Y25H6400238,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",2,2.0,4,Weekday,October,Wednesday,Yarra Ranges,1041,9,1014,9,1001,8,156068,1000
Y25H6400240,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$400-$499 ($20,800-$25,999)",2,0.0,2,Weekday,November,Friday,Yarra Ranges,1041,9,1014,9,1001,8,156068,400
Y25H6400241,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",5,2.0,6,Weekend,November,Saturday,Yarra Ranges,1041,9,1014,9,1001,8,156068,3500
Y25H6400242,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",2,0.0,1,Weekend,November,Sunday,Yarra Ranges,1041,9,1014,9,1001,8,156068,2500
Y25H6400301,Manningham,Manningham,MELB - Middle,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",3,0.0,3,Weekday,October,Monday,Manningham,1056,10,1075,10,1080,10,124700,6000
Y25H6400304,Manningham,Manningham,MELB - Middle,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",2,0.0,2,Weekday,October,Thursday,Manningham,1056,10,1075,10,1080,10,124700,1000
Y25H6400308,Manningham,Manningham,MELB - Middle,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",2,0.0,2,Weekday,October,Monday,Manningham,1056,10,1075,10,1080,10,124700,3500
Y25H6400310,Manningham,Manningham,MELB - Middle,Greater Melbourne,"$8,000 or more ($416,000 or more)",3,,3,Weekday,October,Wednesday,Manningham,1056,10,1075,10,1080,10,124700,0
Y25H6400316,Manningham,Manningham,MELB - Middle,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",2,0.0,2,Weekday,October,Tuesday,Manningham,1056,10,1075,10,1080,10,124700,1750
Y25H6400318,Manningham,Manningham,MELB - Middle,Greater Melbourne,"$8,000 or more ($416,000 or more)",4,1.0,3,Weekday,October,Thursday,Manningham,1056,10,1075,10,1080,10,124700,0
Y25H6400321,Manningham,Manningham,MELB - Middle,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",3,2.0,4,Weekend,November,Sunday,Manningham,1056,10,1075,10,1080,10,124700,3500
Y25H6400322,Nillumbik,Nillumbik,MELB - Outer,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",2,6.0,4,Weekday,October,Monday,Nillumbik,1093,10,1088,10,1074,9,62895,3500
Y25H6400324,Nillumbik,Nillumbik,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",2,0.0,1,Weekday,October,Wednesday,Nillumbik,1093,10,1088,10,1074,9,62895,2500
Y25H6400325,Nillumbik,Nillumbik,MELB - Outer,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",2,1.0,4,Weekday,October,Thursday,Nillumbik,1093,10,1088,10,1074,9,62895,5000
Y25H6400326,Nillumbik,Nillumbik,MELB - Outer,Greater Melbourne,"$650-$799 ($33,800-$41,599)",1,0.0,1,Weekday,November,Friday,Nillumbik,1093,10,1088,10,1074,9,62895,650
Y25H6400328,Nillumbik,Nillumbik,MELB - Outer,Greater Melbourne,Not Stated,2,4.0,2,Weekend,November,Sunday,Nillumbik,1093,10,1088,10,1074,9,62895,-1
Y25H6400329,Nillumbik,Nillumbik,MELB - Outer,Greater Melbourne,"$500-$649 ($26,000-$33,799)",1,0.0,1,Weekday,October,Monday,Nillumbik,1093,10,1088,10,1074,9,62895,500
Y25H6400330,Nillumbik,Nillumbik,MELB - Outer,Greater Melbourne,"$4,000-$4,499 ($208,000-$233,999)",2,3.0,4,Weekday,October,Tuesday,Nillumbik,1093,10,1088,10,1074,9,62895,4000
Y25H6400337,Nillumbik,Nillumbik,MELB - Outer,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",2,0.0,2,Weekday,October,Tuesday,Nillumbik,1093,10,1088,10,1074,9,62895,3000
Y25H6400338,Nillumbik,Nillumbik,MELB - Outer,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",2,2.0,3,Weekday,October,Wednesday,Nillumbik,1093,10,1088,10,1074,9,62895,3500
Y25H6400339,Nillumbik,Nillumbik,MELB - Outer,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",2,2.0,2,Weekday,October,Thursday,Nillumbik,1093,10,1088,10,1074,9,62895,1750
Y25H6400340,Nillumbik,Nillumbik,MELB - Outer,Greater Melbourne,"$800-$999 ($41,600-$51,999)",1,0.0,1,Weekday,November,Friday,Nillumbik,1093,10,1088,10,1074,9,62895,800
Y25H6410101,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$800-$999 ($41,600-$51,999)",1,2.0,2,Weekday,November,Monday,Cardinia,1021,8,993,8,975,8,118194,800
Y25H6410102,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",1,0.0,2,Weekday,November,Tuesday,Cardinia,1021,8,993,8,975,8,118194,3500
Y25H6410103,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",2,1.0,4,Weekday,November,Wednesday,Cardinia,1021,8,993,8,975,8,118194,2500
Y25H6410107,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",2,4.0,3,Weekend,November,Sunday,Cardinia,1021,8,993,8,975,8,118194,3500
Y25H6410112,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",1,0.0,2,Weekday,November,Friday,Cardinia,1021,8,993,8,975,8,118194,2500
Y25H6410115,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",1,2.0,2,Weekday,November,Monday,Cardinia,1021,8,993,8,975,8,118194,3500
Y25H6410118,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$800-$999 ($41,600-$51,999)",2,0.0,2,Weekday,November,Thursday,Cardinia,1021,8,993,8,975,8,118194,800
Y25H6410120,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$500-$649 ($26,000-$33,799)",1,0.0,2,Weekend,November,Saturday,Cardinia,1021,8,993,8,975,8,118194,500
Y25H6410121,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$650-$799 ($33,800-$41,599)",1,1.0,1,Weekend,November,Sunday,Cardinia,1021,8,993,8,975,8,118194,650
Y25H6410123,Casey,Casey,MELB - Outer,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",1,1.0,2,Weekday,November,Tuesday,Casey,995,7,986,8,978,8,365239,1000
Y25H6410124,Casey,Casey,MELB - Outer,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",4,4.0,3,Weekday,November,Wednesday,Casey,995,7,986,8,978,8,365239,5000
Y25H6410127,Casey,Casey,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",4,3.0,3,Weekend,November,Saturday,Casey,995,7,986,8,978,8,365239,2500
Y25H6410133,Casey,Casey,MELB - Outer,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",3,4.0,5,Weekday,November,Friday,Casey,995,7,986,8,978,8,365239,3000
Y25H6410137,Casey,Casey,MELB - Outer,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",2,2.0,2,Weekday,November,Tuesday,Casey,995,7,986,8,978,8,365239,1250
Y25H6410138,Casey,Casey,MELB - Outer,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",3,0.0,4,Weekday,November,Wednesday,Casey,995,7,986,8,978,8,365239,5000
Y25H6410139,Casey,Casey,MELB - Outer,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",1,0.0,2,Weekday,November,Thursday,Casey,995,7,986,8,978,8,365239,1250
Y25H6410201,Knox,Knox,MELB - Outer,Greater Melbourne,"$2,000-$2,499 ($104,000-$129,999)",3,2.0,3,Weekday,November,Monday,Knox,1042,9,1029,9,1021,9,159103,2000
Y25H6410203,Knox,Knox,MELB - Outer,Greater Melbourne,"$400-$499 ($20,800-$25,999)",1,0.0,2,Weekday,November,Wednesday,Knox,1042,9,1029,9,1021,9,159103,400
Y25H6410204,Knox,Knox,MELB - Outer,Greater Melbourne,"$4,000-$4,499 ($208,000-$233,999)",1,2.0,5,Weekday,November,Thursday,Knox,1042,9,1029,9,1021,9,159103,4000
Y25H6410208,Knox,Knox,MELB - Outer,Greater Melbourne,"$2,000-$2,499 ($104,000-$129,999)",2,1.0,4,Weekday,November,Monday,Knox,1042,9,1029,9,1021,9,159103,2000
Y25H6410211,Knox,Knox,MELB - Outer,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",1,0.0,1,Weekday,November,Thursday,Knox,1042,9,1029,9,1021,9,159103,1750
Y25H6410212,Knox,Knox,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",3,0.0,4,Weekday,November,Friday,Knox,1042,9,1029,9,1021,9,159103,2500
Y25H6410215,Knox,Knox,MELB - Outer,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",2,1.0,2,Weekday,November,Monday,Knox,1042,9,1029,9,1021,9,159103,3500
Y25H6410217,Knox,Knox,MELB - Outer,Greater Melbourne,"$2,000-$2,499 ($104,000-$129,999)",4,4.0,4,Weekday,November,Wednesday,Knox,1042,9,1029,9,1021,9,159103,2000
Y25H6410218,Knox,Knox,MELB - Outer,Greater Melbourne,"$4,500-$4,999 ($234,000-$259,999)",2,0.0,4,Weekday,November,Thursday,Knox,1042,9,1029,9,1021,9,159103,4500
Y25H6410222,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",6,3.0,5,Weekday,November,Monday,Yarra Ranges,1041,9,1014,9,1001,8,156068,3500
Y25H6410223,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",2,4.0,4,Weekday,November,Tuesday,Yarra Ranges,1041,9,1014,9,1001,8,156068,1500
Y25H6410225,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",2,4.0,4,Weekday,November,Thursday,Yarra Ranges,1041,9,1014,9,1001,8,156068,1750
Y25H6410226,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",2,2.0,2,Weekday,November,Friday,Yarra Ranges,1041,9,1014,9,1001,8,156068,1000
Y25H6410227,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$400-$499 ($20,800-$25,999)",1,0.0,1,Weekend,November,Saturday,Yarra Ranges,1041,9,1014,9,1001,8,156068,400
Y25H6410228,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",3,8.0,4,Weekend,November,Sunday,Yarra Ranges,1041,9,1014,9,1001,8,156068,1000
Y25H6410230,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",4,5.0,6,Weekday,November,Tuesday,Yarra Ranges,1041,9,1014,9,1001,8,156068,5000
Y25H6410233,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,Not Stated,2,0.0,2,Weekday,November,Friday,Yarra Ranges,1041,9,1014,9,1001,8,156068,-1
Y25H6410234,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",3,6.0,5,Weekend,November,Saturday,Yarra Ranges,1041,9,1014,9,1001,8,156068,5000
Y25H6410236,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$800-$999 ($41,600-$51,999)",1,0.0,1,Weekday,November,Monday,Yarra Ranges,1041,9,1014,9,1001,8,156068,800
Y25H6410238,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",1,2.0,3,Weekday,November,Wednesday,Yarra Ranges,1041,9,1014,9,1001,8,156068,1750
Y25H6410239,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,Not Stated,2,7.0,4,Weekday,November,Thursday,Yarra Ranges,1041,9,1014,9,1001,8,156068,-1
Y25H6410241,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",2,3.0,5,Weekend,November,Saturday,Yarra Ranges,1041,9,1014,9,1001,8,156068,2500
Y25H6410242,Yarra Ranges,Yarra Ranges,MELB - Outer,Greater Melbourne,"$300-$399 ($15,600-$20,799)",2,4.0,2,Weekend,November,Sunday,Yarra Ranges,1041,9,1014,9,1001,8,156068,300
Y25H6420302,Glen Eira,Glen Eira,MELB - Inner,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",1,0.0,3,Weekday,November,Tuesday,Glen Eira,1075,10,1103,10,1122,10,148908,1250
Y25H6420303,Glen Eira,Glen Eira,MELB - Inner,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",3,4.0,4,Weekday,November,Wednesday,Glen Eira,1075,10,1103,10,1122,10,148908,6000
